"en_cue","en_target","type","cue_type","target_type","en_cosine"
"ass","deaf","unrelated","word","word",0.148585253551414
"honey","worker","unrelated","word","word",0.141061239449481
"seller","production","unrelated","word","word",0.24189871836357
"hello","signal","unrelated","word","word",0.151936913588592
"dessert","accent","unrelated","word","word",0.133043609064387
"count","constantly","unrelated","word","word",0.0761836274574845
"quiet","classic","unrelated","word","word",0.113974694778825
"picnic","closed","unrelated","word","word",0.0853199317200488
"tumor","perimeter","unrelated","word","word",0.195640317212971
"lamp","four","unrelated","word","word",0.175378018331878
"glasses","drunk","unrelated","word","word",0.296610564800942
"anarchy","naked","unrelated","word","word",0.139359577512029
"commander","intuition","unrelated","word","word",0.131860907626923
"vehicle","stove","unrelated","word","word",0.167064541038838
"bishop","owner","unrelated","word","word",0.12684934957259
"load","dance","unrelated","word","word",0.103081485847783
"floor","massage","unrelated","word","word",0.145931473456495
"mafia","sale","unrelated","word","word",0.139596363572766
"palace","sit","unrelated","word","word",0.175501591178952
"dog","insect","unrelated","word","word",0.259186153367252
"grab","school","unrelated","word","word",0.142416511987805
"reason","simple","unrelated","word","word",0.228147928420597
"grave","inspection","unrelated","word","word",0.131914041383778
"mile","ant","unrelated","word","word",0.130421851396494
"brain","education","unrelated","word","word",0.176035307194753
"ritual","voluntarily","unrelated","word","word",0.150106899180554
"table","butter","unrelated","word","word",0.210452559580915
"obstacle","phrase","unrelated","word","word",0.080430406990351
"wine","perspective","unrelated","word","word",0.137000823927736
"competition","mechanical","unrelated","word","word",0.170903354787191
"church","watch","unrelated","word","word",0.12404160212863
"attractive","dream","unrelated","word","word",0.142798332329876
"follow","political","unrelated","word","word",0.131729146414741
"expensive","money","unrelated","word","word",0.34229175866
"lip","alpha","unrelated","word","word",0.123993137100817
"bread","unexpectedly","unrelated","word","word",0.114212475672966
"cook","suitcase","unrelated","word","word",0.11832418468066
"stomach","castle","unrelated","word","word",0.186854696761249
"swallow","leader","unrelated","word","word",0.101748390812889
"baby","confirm","unrelated","word","word",0.138043679868826
"youth","prize","unrelated","word","word",0.126394983932488
"sugar","fingerprint","unrelated","word","word",0.152610117187728
"catholic","whistle","unrelated","word","word",0.0771498257380022
"smoke","writing","unrelated","word","word",0.133352012718685
"tobacco","politician","unrelated","word","word",0.203551772621418
"zoo","murderer","unrelated","word","word",0.153473994852477
"capital","reputation","unrelated","word","word",0.192859466214002
"culture","boston","unrelated","word","word",0.148037547450159
"typical","city","unrelated","word","word",0.170136846898053
"patient","chapel","unrelated","word","word",0.15968216206221
"hospital","passion","unrelated","word","word",0.0466340966386179
"open","come","unrelated","word","word",0.261418278098125
"locked","photographer","unrelated","word","word",0.0960213371773579
"cabinet","tomato","unrelated","word","word",0.0913040379582556
"opening","mercy","unrelated","word","word",0.133336532937871
"beach","science","unrelated","word","word",0.0716882054072213
"cup","pull","unrelated","word","word",0.135646949907696
"rum","light","unrelated","word","word",0.170805887847022
"hot","poker","unrelated","word","word",0.224938058855005
"fall","horrible","unrelated","word","word",0.138296004577965
"general","architect","unrelated","word","word",0.213045202065578
"arrive","radiation","unrelated","word","word",0.105473706637247
"drama","fraud","unrelated","word","word",0.220182783459713
"inspector","location","unrelated","word","word",0.125390735476074
"commission","toy","unrelated","word","word",0.132479530348753
"navigation","realistic","unrelated","word","word",0.127478512860677
"racist","sink","unrelated","word","word",0.150188156482271
"society","marriage","unrelated","word","word",0.311115539122751
"patience","dawn","unrelated","word","word",0.122555175241241
"total","gift","unrelated","word","word",0.127886773094312
"absolutely","wealth","unrelated","word","word",0.155259162233087
"software","intelligent","unrelated","word","word",0.210871913238359
"focus","soda","unrelated","word","word",0.0971337836787875
"tour","fence","unrelated","word","word",0.130730157614663
"admit","theater","unrelated","word","word",0.146202069580328
"respect","lecture","unrelated","word","word",0.168404596732584
"confirmation","additional","unrelated","word","word",0.313115856393595
"chaos","teacher","unrelated","word","word",0.0921631246365685
"contact","cake","unrelated","word","word",0.067553939635472
"always","sound","unrelated","word","word",0.18661912583969
"law","mirror","unrelated","word","word",0.226679932605858
"contain","alibi","unrelated","word","word",0.0686384427367876
"proceed","unique","unrelated","word","word",0.121430447872985
"opposite","snake","unrelated","word","word",0.157722648379871
"orphanage","entrepreneur","unrelated","word","word",0.0944815829380309
"warm","yellow","unrelated","word","word",0.197169095327495
"original","museum","unrelated","word","word",0.238836988834757
"company","inform","unrelated","word","word",0.186520729830683
"body","ship","unrelated","word","word",0.250335085962407
"wrong","merchant","unrelated","word","word",0.156039925303522
"silk","transmitter","unrelated","word","word",0.150323272459208
"baron","holiday","unrelated","word","word",0.132145302907107
"relative","bathroom","unrelated","word","word",0.113138452345939
"rodeo","rear","unrelated","word","word",0.116644921122999
"paranoid","friendship","unrelated","word","word",0.151144326149626
"imagination","shoot","unrelated","word","word",0.139356450430994
"monster","comedy","unrelated","word","word",0.149181726632561
"scary","really","unrelated","word","word",0.380086948473235
"sin","scar","unrelated","word","word",0.22174990320456
"thief","communication","unrelated","word","word",0.107195577732793
"situation","telephone","unrelated","word","word",0.1366505034776
"brutal","decade","unrelated","word","word",0.247343575304506
"evil","garbage","unrelated","word","word",0.249616640442158
"tear","hiv","unrelated","word","word",0.0171277317700775
"sweet","client","unrelated","word","word",0.170186540793514
"naive","music","unrelated","word","word",0.13543950118962
"uncle","lover","unrelated","word","word",0.242733278177693
"dancer","bar","unrelated","word","word",0.298461365958448
"risk","fish","unrelated","word","word",0.17908540593469
"risky","paragraph","unrelated","word","word",0.08241219834136
"shadow","failure","unrelated","word","word",0.209179950797986
"sunset","mayor","unrelated","word","word",0.147047743972345
"alive","hallucination","unrelated","word","word",0.189485177502152
"blind","succeed","unrelated","word","word",0.142738383968324
"century","flower","unrelated","word","word",0.141168772953409
"november","wedding","unrelated","word","word",0.230042609482916
"cabin","triple","unrelated","word","word",0.135016215729297
"victory","prince","unrelated","word","word",0.185419088553941
"protect","marketing","unrelated","word","word",0.082849359418757
"concept","coffee","unrelated","word","word",0.0446405116005493
"tasty","disgusting","unrelated","word","word",0.421043207774884
"freedom","funeral","unrelated","word","word",0.159067691927449
"protest","atlantic","unrelated","word","word",0.0924323244570327
"arrival","assistant","unrelated","word","word",0.194114103446317
"stress","nose","unrelated","word","word",0.13462025758052
"profile","determination","unrelated","word","word",0.225118740455722
"fate","strongly","unrelated","word","word",0.227472134715839
"creation","movie","unrelated","word","word",0.199876928841783
"agent","adrenaline","unrelated","word","word",0.133914545114304
"courage","fleet","unrelated","word","word",0.148419092286808
"progress","symbol","unrelated","word","word",0.15851328097925
"chip","effect","unrelated","word","word",0.151649543907726
"angel","strategy","unrelated","word","word",0.119457377834523
"fidelity","accusation","unrelated","word","word",0.239031329002409
"suffer","fishing","unrelated","word","word",0.0896462928320056
"similar","free","unrelated","word","word",0.106932210096916
"pride","university","unrelated","word","word",0.18523755287938
"ping","statue","unrelated","word","word",0.0774890479380288
"direct","copy","unrelated","word","word",0.228058829853753
"producer","smell","unrelated","word","word",0.0693468518552615
"death","treatment","unrelated","word","word",0.137235221818654
"surprise","request","unrelated","word","word",0.0921105090239479
"conversation","sail","unrelated","word","word",0.122749210748931
"flu","committee","unrelated","word","word",0.091652538410328
"dirty","spaghetti","unrelated","word","word",0.257772209994057
"resignation","candle","unrelated","word","word",0.146676793974209
"conflict","cargo","unrelated","word","word",0.166612550662677
"county","mutation","unrelated","word","word",0.044704881491584
"interrupt","savior","unrelated","word","word",0.0669313524279052
"god","drug","unrelated","word","word",0.118075107933915
"unit","hydrogen","unrelated","word","word",0.210721415905712
"make","zone","unrelated","word","word",0.131730112489177
"surgeon","problem","unrelated","word","word",0.153767596124072
"file","painter","unrelated","word","word",0.0807294898080789
"pound","towel","unrelated","word","word",0.164500930103299
"charity","passport","unrelated","word","word",0.161820976021417
"window","microphone","unrelated","word","word",0.233974422511768
"paint","valley","unrelated","word","word",0.119434966308473
"nightmare","departure","unrelated","word","word",0.124088904376327
"skirt","dollar","unrelated","word","word",0.204877580513087
"passenger","huge","unrelated","word","word",0.0992917133746696
"alcohol","challenge","unrelated","word","word",0.0885908536588062
"sober","creativity","unrelated","word","word",0.124485399628651
"goose","instrument","unrelated","word","word",0.150447586507106
"ash","mistake","unrelated","word","word",0.0647421956802547
"rusty","fantastic","unrelated","word","word",0.10793841887369
"responsibility","local","unrelated","word","word",0.134560723382887
"gunpowder","sun","unrelated","word","word",0.181290673668622
"eye","ever","unrelated","word","word",0.123015170758434
"late","path","unrelated","word","word",0.0565646007067539
"west","robbery","unrelated","word","word",0.219225023146476
"impossible","impress","unrelated","word","word",0.175652087856485
"feed","connection","unrelated","word","word",0.158920135621759
"health","erection","unrelated","word","word",0.23967294058599
"influence","fuel","unrelated","word","word",0.123438755200181
"useful","graduate","unrelated","word","word",0.134130715012381
"nest","worry","unrelated","word","word",0.15553971777947
"campaign","female","unrelated","word","word",0.10736069119887
"magnetic","refresh","unrelated","word","word",0.156100727687093
"current","password","unrelated","word","word",0.222265441725878
"fashionable","truck","unrelated","word","word",0.0268229697022442
"factor","dead","unrelated","word","word",0.0960756138354788
"urgent","group","unrelated","word","word",0.114458042185372
"mental","keep","unrelated","word","word",0.143845530289562
"imperial","cigarette","unrelated","word","word",0.0473931135263083
"dynasty","store","unrelated","word","word",0.13591820634331
"power","sign","unrelated","word","word",0.160016264006852
"tank","oath","unrelated","word","word",0.0372934822530115
"exit","abduct","unrelated","word","word",0.191213744003773
"millionaire","explosion","unrelated","word","word",0.100338668878469
"plague","bro","unrelated","word","word",0.0964762169071844
"series","prisoner","unrelated","word","word",0.129887832019772
"equipment","greet","unrelated","word","word",0.111680306530262
"orgasm","cancer","unrelated","word","word",0.247300679340668
"flee","necklace","unrelated","word","word",0.111351115352027
"observation","fluid","unrelated","word","word",0.269911306065604
"night","band","unrelated","word","word",0.180252951521583
"phenomenon","sensitive","unrelated","word","word",0.209667371026439
"finally","chew","unrelated","word","word",0.157913419826278
"never","ear","unrelated","word","word",0.15643970169786
"underestimate","meter","unrelated","word","word",0.133241976368179
"proud","freeze","unrelated","word","word",0.0860641628439733
"forgive","shoe","unrelated","word","word",0.136612026382231
"hanging","great","unrelated","word","word",0.175052063466264
"practice","lick","unrelated","word","word",0.165287026357973
"gallery","harbor","unrelated","word","word",0.222462161367402
"wait","important","unrelated","word","word",0.166958348261412
"burst","device","unrelated","word","word",0.221227942616915
"earthquake","finish","unrelated","word","word",0.137948402758962
"bomb","last","unrelated","word","word",0.154577788148041
"describe","honesty","unrelated","word","word",0.156653760841249
"internal","blue","unrelated","word","word",0.108992721792543
"success","ugly","unrelated","word","word",0.0405744236642026
"hope","escape","unrelated","word","word",0.146398695156443
"loyal","professional","unrelated","word","word",0.251235260946034
"fake","irresponsible","unrelated","word","word",0.147602377343636
"clan","absurd","unrelated","word","word",0.0733217487285091
"popular","surname","unrelated","word","word",0.18151204265118
"wonderful","street","unrelated","word","word",0.128224286222334
"reality","bed","unrelated","word","word",0.183467265711552
"near","pilot","unrelated","word","word",0.174987677069944
"slow","metal","unrelated","word","word",0.190229442738578
"deadly","rat","unrelated","word","word",0.191557055175779
"mother","sniper","unrelated","word","word",0.166360355248225
"mail","chair","unrelated","word","word",0.111620463451886
"horror","modest","unrelated","word","word",0.0924507434440689
"colony","intimate","unrelated","word","word",0.139733422584672
"impression","october","unrelated","word","word",0.115292590187164
"male","description","unrelated","word","word",0.248798680371714
"wall","disappointment","unrelated","word","word",0.133328133223515
"carnival","option","unrelated","word","word",0.0390464353997954
"cough","system","unrelated","word","word",0.16880140426371
"combat","december","unrelated","word","word",0.181085190614806
"champion","fourth","unrelated","word","word",0.234364732221405
"nasty","artery","unrelated","word","word",0.127048195678418
"banking","cheese","unrelated","word","word",0.103334356638023
"financially","break","unrelated","word","word",0.116995562664235
"search","explosive","unrelated","word","word",0.127395152216948
"dna","knew","unrelated","word","word",0.120841892312403
"end","player","unrelated","word","word",0.117771416975036
"shark","spirit","unrelated","word","word",0.170452767249662
"hunting","mayonnaise","unrelated","word","word",0.106486966127179
"fire","salary","unrelated","word","word",0.17406323526526
"naval","wizard","unrelated","word","word",0.133791873736433
"landing","delicious","unrelated","word","word",0.0925813047013108
"grain","emergency","unrelated","word","word",0.103852317539366
"plant","liberal","unrelated","word","word",0.0866446101042922
"liquid","walk","unrelated","word","word",0.109373357619325
"land","electricity","unrelated","word","word",0.231365820118428
"cloud","lovely","unrelated","word","word",0.146073972206133
"basketball","musician","unrelated","word","word",0.186742376538264
"strength","sand","unrelated","word","word",0.151520102692135
"jungle","syndrome","unrelated","word","word",0.0796828855713911
"eternal","sailor","unrelated","word","word",0.190214757724054
"spoon","funding","unrelated","word","word",0.0765467782310336
"two","vodka","unrelated","word","word",0.208119685457933
"third","syringe","unrelated","word","word",0.133332816205887
"conspiracy","technique","unrelated","word","word",0.0984512236392602
"freely","cap","unrelated","word","word",0.110802139762388
"melt","there","unrelated","word","word",0.17707987167362
"english","teenager","unrelated","word","word",0.164716529867257
"colleague","nephew","unrelated","word","word",0.339308427065483
"polite","traditional","unrelated","word","word",0.264368075820712
"relationship","reactor","unrelated","word","word",0.216864937195533
"scare","resist","unrelated","word","word",0.186612238208872
"apple","concentrate","unrelated","word","word",0.101351076917589
"gas","morning","unrelated","word","word",0.144327515164029
"refugee","community","unrelated","word","word",0.295151720262155
"empty","game","unrelated","word","word",0.160921993041056
"operational","division","unrelated","word","word",0.324150892866303
"budget","capitalism","unrelated","word","word",0.175893602419216
"coffin","lonely","unrelated","word","word",0.156595064635473
"witty","photo","unrelated","word","word",0.126969920915133
"universe","black","unrelated","word","word",0.138638122861959
"play","test","unrelated","word","word",0.176686398585997
"workshop","knee","unrelated","word","word",0.164365727215493
"trash","disappearance","unrelated","word","word",0.0512960183193275
"portal","maintain","unrelated","word","word",0.164558943049218
"collect","inside","unrelated","word","word",0.190895327428813
"lesbian","batman","unrelated","word","word",0.188397475207488
"naturally","defeat","unrelated","word","word",0.104279739162516
"compassionate","pregnancy","unrelated","word","word",0.0967441257421359
"soft","cartel","unrelated","word","word",0.131545856315166
"compliment","lion","unrelated","word","word",0.120397313394842
"boys","song","unrelated","word","word",0.165126905266425
"offer","misfortune","unrelated","word","word",0.119789407428885
"national","biological","unrelated","word","word",0.261710099963417
"glorious","inspiration","unrelated","word","word",0.217257445207636
"enter","ocean","unrelated","word","word",0.0939452366999853
"monkey","suspect","unrelated","word","word",0.16698510170978
"administration","chest","unrelated","word","word",0.121633462568361
"diploma","sport","unrelated","word","word",0.163308167942469
"kilo","dangerous","unrelated","word","word",0.136334985328923
"grandfather","lady","unrelated","word","word",0.222316406797821
"hospitality","eat","unrelated","word","word",0.195162710700204
"excellent","rent","unrelated","word","word",0.125970814882991
"roman","pressure","unrelated","word","word",0.116888962896146
"congratulate","director","unrelated","word","word",0.172568350841665
"gang","spend","unrelated","word","word",0.148752599241569
"innocent","fork","unrelated","word","word",0.062900654277527
"piano","meat","unrelated","word","word",0.186232936874314
"rifle","loan","unrelated","word","word",0.149297498726164
"illusion","nuclear","unrelated","word","word",0.094797755937364
"sandwich","confess","unrelated","word","word",0.19908919469877
"stick","fly","unrelated","word","word",0.235957615762169
"cloth","appreciate","unrelated","word","word",0.117583400807722
"occur","attempt","unrelated","word","word",0.257484616507748
"satisfied","timer","unrelated","word","word",0.120267079199413
"bay","global","unrelated","word","word",0.113334909186309
"tough","romantic","unrelated","word","word",0.211621893667732
"balance","jewel","unrelated","word","word",0.183770941842974
"helmet","birthday","unrelated","word","word",0.173869923515019
"base","intention","unrelated","word","word",0.155826222149713
"recover","sauce","unrelated","word","word",0.106635831848338
"listen","tunnel","unrelated","word","word",0.111745090719246
"sky","noon","unrelated","word","word",0.246469784193429
"heavy","bait","unrelated","word","word",0.0782263540955256
"weight","hug","unrelated","word","word",0.0952166968029803
"ambulance","guilty","unrelated","word","word",0.108533548404705
"paradise","minister","unrelated","word","word",0.0831395031447818
"cocaine","disturb","unrelated","word","word",0.0682464394806664
"cover","young","unrelated","word","word",0.142740385468636
"low","garage","unrelated","word","word",0.129782655985394
"majesty","strike","unrelated","word","word",0.157041778276301
"road","closet","unrelated","word","word",0.0493582033947854
"aids","offend","unrelated","word","word",0.170641451412159
"crack","official","unrelated","word","word",0.0749819128601485
"christmas","religion","unrelated","word","word",0.149072165501252
"decent","samurai","unrelated","word","word",0.234983433644944
"loyalty","ling","unrelated","word","word",0.120692731651464
"privilege","alley","unrelated","word","word",0.0986086595573358
"terrible","closure","unrelated","word","word",0.148692484610851
"donkey","festival","unrelated","word","word",0.249738891294234
"pump","ding","unrelated","word","word",0.163408124521174
"kiss","plausible","unrelated","word","word",0.103555598753622
"big","morphine","unrelated","word","word",0.114055915159556
"man","injection","unrelated","word","word",0.179589302282804
"thousand","bury","unrelated","word","word",0.147962993571267
"tired","protocol","unrelated","word","word",0.088882218840365
"carbon","destruction","unrelated","word","word",0.157738868302028
"fool","week","unrelated","word","word",0.119292024871407
"meaning","substitute","unrelated","word","word",0.264123979705889
"valuable","strawberry","unrelated","word","word",0.0101139064584899
"flatter","save","unrelated","word","word",0.289163403880489
"penalty","orange","unrelated","word","word",0.201229403715971
"change","map","unrelated","word","word",0.165591828473095
"profit","ransom","unrelated","word","word",0.322175410044464
"point","rich","unrelated","word","word",0.133474333791188
"person","lunch","unrelated","word","word",0.124696241512085
"virus","ventilation","unrelated","word","word",0.277343244855175
"report","heroin","unrelated","word","word",0.156556557495811
"source","development","unrelated","word","word",0.17441394633909
"data","promise","unrelated","word","word",0.132186179232551
"heritage","absence","unrelated","word","word",0.135309865741045
"dose","filthy","unrelated","word","word",0.0772772841597178
"wound","sell","unrelated","word","word",0.0285744806480732
"spider","forever","unrelated","word","word",0.108271474656383
"outside","defend","unrelated","word","word",0.182984190666259
"examination","plate","unrelated","word","word",0.166879979696821
"inspire","small","unrelated","word","word",0.0689618790152084
"tool","coast","unrelated","word","word",0.0641417180073583
"smart","gram","unrelated","word","word",0.107187606419041
"purpose","landlord","unrelated","word","word",0.147683659759731
"accidentally","equip","unrelated","word","word",0.0589534009302527
"exciting","election","unrelated","word","word",0.218039788560062
"personal","chef","unrelated","word","word",0.176000593849471
"instinct","breakfast","unrelated","word","word",0.12364109398862
"finance","juliet","unrelated","word","word",0.0803553548429778
"examine","bus","unrelated","word","word",0.0798482091585282
"analyst","harmony","unrelated","word","word",0.0589181585284237
"banker","bride","unrelated","word","word",0.274279551414165
"irony","cause","unrelated","word","word",0.253123275418016
"unreasonable","microscope","unrelated","word","word",0.0692243668712922
"shirt","devil","unrelated","word","word",0.188575468573055
"diamond","cotton","unrelated","word","word",0.250043055888634
"trick","speak","unrelated","word","word",0.105833945437392
"reporter","destiny","unrelated","word","word",0.115267218934323
"pleasure","event","unrelated","word","word",0.163760393937925
"court","something","unrelated","word","word",0.146857372204226
"milk","energy","unrelated","word","word",0.255251575213066
"romeo","that","unrelated","word","word",0.22302914171042
"june","investigate","unrelated","word","word",0.0768485249391592
"climb","crime","unrelated","word","word",0.0823953633077836
"senior","cool","unrelated","word","word",0.171167301836252
"revenge","correct","unrelated","word","word",0.125843872372186
"hold","car","unrelated","word","word",0.12575055852551
"poison","informant","unrelated","word","word",0.179771508225074
"queen","stop","unrelated","word","word",0.161245662773795
"royal","carpet","unrelated","word","word",0.179321525443041
"shoulder","do","unrelated","word","word",0.20710195092413
"recognize","ceremony","unrelated","word","word",0.117771628559231
"sword","headquarters","unrelated","word","word",0.0898715847126624
"now","sufficient","unrelated","word","word",0.186854467843501
"experience","parent","unrelated","word","word",0.250799668622986
"lord","confidence","unrelated","word","word",0.119666554603391
"river","armor","unrelated","word","word",0.126099260001939
"tenant","government","unrelated","word","word",0.186003981610061
"first","idiot","unrelated","word","word",0.126285096648737
"smile","championship","unrelated","word","word",0.104657440171204
"member","fax","unrelated","word","word",0.11725220663735
"seminar","abdominal","unrelated","word","word",0.194757286775211
"right","van","unrelated","word","word",0.201718887289784
"illegal","duck","unrelated","word","word",0.121960021361836
"myth","alien","unrelated","word","word",0.166586819066576
"size","bottom","unrelated","word","word",0.268202591486476
"allow","people","unrelated","word","word",0.200677983735578
"telegram","attract","unrelated","word","word",0.0446500242508735
"lie","blackmail","unrelated","word","word",0.296857103617764
"conservative","safety","unrelated","word","word",0.128885007994452
"suck","news","unrelated","word","word",0.0820183207360743
"sergeant","mixture","unrelated","word","word",0.133854889213214
"darkness","ride","unrelated","word","word",0.0953519312733174
"probability","long","unrelated","word","word",0.108405918619583
"taxi","three","unrelated","word","word",0.181058790602626
"ming","circus","unrelated","word","word",0.0997726287294266
"dragon","meal","unrelated","word","word",0.205302377500682
"art","clinic","unrelated","word","word",0.172669697909648
"kidney","triangle","unrelated","word","word",0.159707345872266
"frog","repair","unrelated","word","word",0.111865720573565
"credit","psychology","unrelated","word","word",0.20588559145888
"tuna","newspaper","unrelated","word","word",0.187417230834822
"regional","creepy","unrelated","word","word",0.0784051519036345
"place","give","unrelated","word","word",0.140378622214938
"key","cat","unrelated","word","word",0.213405801427755
"alone","infection","unrelated","word","word",0.136575706408928
"short","armory","unrelated","word","word",0.115911373069567
"hate","hungry","unrelated","word","word",0.184942874649402
"nice","lieutenant","unrelated","word","word",0.145373902237902
"mistress","deck","unrelated","word","word",0.159843289538651
"snack","convent","unrelated","word","word",0.0894158885493261
"robot","battle","unrelated","word","word",0.206251805420278
"playboy","external","unrelated","word","word",0.119579382723706
"nanny","medal","unrelated","word","word",0.136922140144967
"preserve","gratitude","unrelated","word","word",0.155118199087874
"service","crisis","unrelated","word","word",0.211668943627174
"control","elegant","unrelated","word","word",0.0804880958975188
"compass","easy","unrelated","word","word",0.0962722655890257
"advertising","ability","unrelated","word","word",0.143627311514961
"divorce","high","unrelated","word","word",0.0944391844965051
"single","onion","unrelated","word","word",0.128201016590202
"yoga","apartment","unrelated","word","word",0.126799605054616
"tournament","literature","unrelated","word","word",0.17163090401705
"physics","human","unrelated","word","word",0.258193583334116
"minimum","office","unrelated","word","word",0.147579215986277
"ketchup","handkerchief","unrelated","word","word",0.326368592097201
"sheriff","stupidity","unrelated","word","word",0.164123715107424
"food","heavenly","unrelated","word","word",0.18452032186066
"pork","audience","unrelated","word","word",0.11641352069578
"technical","voter","unrelated","word","word",0.14397954051491
"trophy","hamburger","unrelated","word","word",0.188886643845878
"artifact","suggest","unrelated","word","word",0.20406292554137
"see","possibility","unrelated","word","word",0.172957178320955
"conference","understand","unrelated","word","word",0.164642717768725
"commercial","scandal","unrelated","word","word",0.175784861312581
"forgiveness","attack","unrelated","word","word",0.112232871196
"warning","worthy","unrelated","word","word",0.094440421164307
"iron","document","unrelated","word","word",0.108209702881395
"kilometer","fever","unrelated","word","word",0.148064684403716
"camera","unfair","unrelated","word","word",0.100619096539223
"telescope","north","unrelated","word","word",0.184945157553227
"civil","rome","unrelated","word","word",0.244614352389221
"ambassador","attitude","unrelated","word","word",0.182719701022198
"embassy","transfer","unrelated","word","word",0.139952810508331
"plus","bedroom","unrelated","word","word",0.224544340504591
"second","biology","unrelated","word","word",0.186378377450186
"reflection","captain","unrelated","word","word",0.217020524196187
"poverty","butt","unrelated","word","word",0.125065498530451
"unfortunate","solar","unrelated","word","word",0.130189819314485
"rocket","satellite","unrelated","word","word",0.444114531957803
"task","price","unrelated","word","word",0.172921081986503
"error","physical","unrelated","word","word",0.109635955523995
"combination","happen","unrelated","word","word",0.225483045302371
"humble","king","unrelated","word","word",0.274264754719499
"temple","upper","unrelated","word","word",0.238293582902425
"cash","disease","unrelated","word","word",0.0962142758756987
"screen","rabbit","unrelated","word","word",0.203623850868023
"tomorrow","boy","unrelated","word","word",0.16621037480579
"aspirin","exercise","unrelated","word","word",0.253038335927949
"hotel","up","unrelated","word","word",0.194389128630517
"hill","pen","unrelated","word","word",0.118698137524092
"porn","believe","unrelated","word","word",0.103485248557943
"daddy","gentle","unrelated","word","word",0.203206562970248
"suicide","practically","unrelated","word","word",0.107122100108743
"killer","wide","unrelated","word","word",0.172090384787543
"nerve","accept","unrelated","word","word",0.0947932818935034
"library","information","unrelated","word","word",0.222311953205677
"jazz","judge","unrelated","word","word",0.141490256295383
"singer","patrol","unrelated","word","word",0.0854447229566568
"evolution","dispute","unrelated","word","word",0.178348987363802
"secret","prosecutor","unrelated","word","word",0.123082980294631
"nude","team","unrelated","word","word",0.108320119739839
"country","bag","unrelated","word","word",0.102819241069773
"diarrhea","secure","unrelated","word","word",-0.055894102007968
"marine","individual","unrelated","word","word",0.167077621334922
"throat","bird","unrelated","word","word",0.160721387530969
"ring","limousine","unrelated","word","word",0.133078008675932
"necessary","thick","unrelated","word","word",0.119621498630603
"positive","married","unrelated","word","word",0.133366736557957
"grandson","reasonable","unrelated","word","word",0.111593456623654
"worried","package","unrelated","word","word",0.125952796264167
"channel","vampire","unrelated","word","word",0.142322212547221
"article","childhood","unrelated","word","word",0.0957989646167435
"midnight","evaluation","unrelated","word","word",0.0654560160085206
"healthy","scientist","unrelated","word","word",0.201682593652395
"south","invest","unrelated","word","word",0.1483770715653
"mouth","misery","unrelated","word","word",0.193256001884062
"atomic","selfish","unrelated","word","word",0.124326947688341
"swear","orbit","unrelated","word","word",0.0897532183482036
"clearly","assumption","unrelated","word","word",0.233001905880187
"sea","thunder","unrelated","word","word",0.285557442742167
"september","performance","unrelated","word","word",0.123981720824207
"insult","cut","unrelated","word","word",0.102592152922595
"desk","confusion","unrelated","word","word",0.182350440754026
"officially","generous","unrelated","word","word",0.150060315910094
"sometimes","far","unrelated","word","word",0.254180181935172
"coal","uniform","unrelated","word","word",0.165523528585265
"garlic","provide","unrelated","word","word",0.0820524045642062
"enemy","use","unrelated","word","word",0.153153732532418
"choice","juice","unrelated","word","word",0.161790889093436
"green","recording","unrelated","word","word",0.0775090172170887
"planet","excuse","unrelated","word","word",0.104281147945874
"command","teach","unrelated","word","word",0.185438186275663
"arrange","animal","unrelated","word","word",0.158146585672972
"result","mystery","unrelated","word","word",0.150553999549573
"property","piece","unrelated","word","word",0.22309667530165
"air","senator","unrelated","word","word",0.183975773514131
"envelope","priest","unrelated","word","word",0.0974418134113804
"suffering","period","unrelated","word","word",0.265534706780928
"artist","charming","unrelated","word","word",0.232159094831391
"section","famous","unrelated","word","word",0.169103611270705
"supernatural","lizard","unrelated","word","word",0.297118254783102
"adult","stupid","unrelated","word","word",0.235041929644078
"matter","cousin","unrelated","word","word",0.116850639676083
"reception","brother","unrelated","word","word",0.103326456113604
"enthusiasm","fantasy","unrelated","word","word",0.223185262625713
"ticket","cognac","unrelated","word","word",0.199693141981875
"code","district","unrelated","word","word",0.12035564958853
"future","buyer","unrelated","word","word",0.132909337013134
"route","remarkable","unrelated","word","word",0.145175934189313
"miserable","winter","unrelated","word","word",0.237455959841824
"guard","let","unrelated","word","word",0.205652104540272
"paper","hell","unrelated","word","word",0.105385482594287
"vagina","length","unrelated","word","word",0.238090509170464
"population","dignity","unrelated","word","word",0.172810967941204
"ideal","epidemic","unrelated","word","word",0.130008145643172
"show","maintenance","unrelated","word","word",0.135089259962306
"lipstick","chocolate","unrelated","word","word",0.422992726814255
"radius","unable","unrelated","word","word",0.153675487262274
"phase","thank","unrelated","word","word",0.0512507423642705
"character","expect","unrelated","word","word",0.149325493512974
"view","traitor","unrelated","word","word",0.130836771347903
"picture","senate","unrelated","word","word",0.0873137098261447
"autograph","shelter","unrelated","word","word",0.0969612897903378
"dictionary","discussion","unrelated","word","word",0.209896468745938
"sexual","hear","unrelated","word","word",0.108107160768642
"fragment","muscle","unrelated","word","word",0.199094726574983
"cow","web","unrelated","word","word",0.0914956697814748
"tablet","donation","unrelated","word","word",0.112070909289436
"astronaut","military","unrelated","word","word",0.30775987493787
"preparation","gay","unrelated","word","word",0.0933295554179466
"cement","prohibit","unrelated","word","word",0.169093195269247
